bug_id,bug_title,bug_description,bug_tags,severity,priority,normalized_bug_title,bug_text
105513,DMU BoM business object not showing for arrangement revision under Add Child,,,,,dmu bom business object not showing for arrangement revision under add child,"Normalized Title: dmu bom business object not showing for arrangement revision under add child
Original Title: DMU BoM business object not showing for arrangement revision under Add Child
Tags: nan
Severity: nan
Description: nan"
105763,DMU Group object is not available,,R_24.01; UAT,,,dmu group object is not available,"Normalized Title: dmu group object is not available
Original Title: DMU Group object is not available
Tags: R_24.01; UAT
Severity: nan
Description: nan"
192155,"Remove Material with ""Master DATA""",,Team 9,,,"remove material with ""master data""","Normalized Title: remove material with ""master data""
Original Title: Remove Material with ""Master DATA""
Tags: Team 9
Severity: nan
Description: nan"
194335,Platon Interface TB.planner Testcase 66693 failed,,,,,platon interface tb.planner testcase failed,"Normalized Title: platon interface tb.planner testcase failed
Original Title: Platon Interface TB.planner Testcase 66693 failed
Tags: nan
Severity: nan
Description: nan"
238836,Missing role hinders test user to create a project,,,,,missing role hinders test user to create a project,"Normalized Title: missing role hinders test user to create a project
Original Title: Missing role hinders test user to create a project
Tags: nan
Severity: nan
Description: nan"
247196,User is able to attach Part Number to a KEM. The PNR which they are not allowed to work with,,,,,user is able to attach part number to a kem. the pnr which they are not allowed to work with,"Normalized Title: user is able to attach part number to a kem. the pnr which they are not allowed to work with
Original Title: User is able to attach Part Number to a KEM. The PNR which they are not allowed to work with
Tags: nan
Severity: nan
Description: nan"
247361,Drawing file cannot be opened for Part/ Assembly drawing without assembly CDI.,,DM_PreProd; NX_Load; Team 4,,3.0,drawing file cannot be opened for part/ assembly drawing without assembly cdi.,"Normalized Title: drawing file cannot be opened for part/ assembly drawing without assembly cdi.
Original Title: Drawing file cannot be opened for Part/ Assembly drawing without assembly CDI.
Tags: DM_PreProd; NX_Load; Team 4
Severity: nan
Description: nan"
247455,Versions and Release status not correct.,,Attribute; DM_PreProd; Team 4,,3.0,versions and release status not correct.,"Normalized Title: versions and release status not correct.
Original Title: Versions and Release status not correct.
Tags: Attribute; DM_PreProd; Team 4
Severity: nan
Description: nan"
258600,Web-based user interface (Torque editor page) does not open.,,,,2.0,web-based user interface (torque editor page) does not open.,"Normalized Title: web-based user interface (torque editor page) does not open.
Original Title: Web-based user interface (Torque editor page) does not open.
Tags: nan
Severity: nan
Description: nan"
328339,"I can't choose ""Copy UGMaster""","Copied from Repro Steps when changed from Bug to Platon Incident 👉 Steps to reproduce 01/07/2025 11:29 Bug filed on ""05.19_Business Scenario (185033)_Step_10_to_60- Create Arrangement with Geometry and Clone it to Assembly in NX"" Step no. Result Title 1. Passed Login to NX Managed mode with below Group and Role Group =TT and Role =PDM-Author Expected Result User login to NX Managed mode is successful 2. Passed Click on File->New->Item Select Modeling-> Assembly (PLATON). Expected Result ""New"" template window appears. User is able to select Arrangement type from template. 3. Passed Fill all mandatory filed ( double click for default value ) as per requirement Expected Result All mandatory filed is updated. 4. Passed Just Select any Attribute from "" Name and Attributes"" Expected Result As soon as we select any a ttribute Secondary Attributes button will enable for selection. 5. Passed a. Click on Secondary Attributes button. b. Fill attributes value as per requirement Expected Result Attributes dialog will pop-up. User is able to fill required attribute value 6. Passed From ""Other Parameters"" section:- a. Click on ""Projects"" button and select appropriate project from LOV as per requirement. b. S elect appropriate Folder as per requirement. c. Click OK button Expected Result Arrangement is created and open in NX 7. Passed Go to Assembly Navigator and click on ""Save"" Expected Result Arrangement Number is automatically visible after save (just below the Object in column) 8. Passed Check Default Columns for Assembly Navigator Expected Result Verify that below columns are listed in the order and they should appear in the NX for Assembly Navigator:- Name/Element/Object :- Displays the part number used outside of PLATON, not the system-generated ID. Revision :- Displays the revision level of the part. Name :- Displays the nomenclature or description, textually describing the part, not the part number. Reference Set :- Shows the associated reference set. Occurrence Type :- Reflect the occurrence type. 9. Passed Adding New geometry (Reference Part) to Arrangement a. Select the Arrangement & go to Assemblies application. b. Click on New Component button c. Select Template as Geometry (PLATON) d. Provide required information in Name & Attributes Section by double clicking in the Value field e. Select appropriate Folder and then click OK button Expected Result Geometry object is created under Arrangement successfully. 10. Passed Create the Design like Model (3D) as per the requirement. OR Follow the steps mentioned below to create simple Block: a. G o to Home-> More->Block b. Provide inputs to the Block Parameter Selection Window & click 'Ok'. Expected Result Design is created as per the requirement. 11. Passed Go to File menu in NX & Click Save-> Save to Save the Arrangement in NX From "" Assembly Navigator"" select the Arrangement and all geometry, do right click->Check-in Expected Result Objects is saved and checked-in 12. Passed a. Now login to PLATON with same Group/Role =TT/PDM-Author. b. Search for a new part/assembly ( an official ) by Part number from global search created from SPIN. Note: - Follow Test Case 192929 : to get the part/Assembly ID Expected Result Part/Assembly should search and open. Go to Attachment tab and verify there is No data set (UGMASTER) is available 13. Passed Go to NX Managed mode again (with Group =TT and Role =PDM-Author ). Go to Daimler AddOns tab --> BASE --> and click on ""Clone Existing Parts"" Expected Result ""Clone Parts Numbers"" dialog opened. 14. Passed Enter the above Arrangement part number that need to clone under ""Search Part Number (Source)"" field. Note :- User can clone other existing development part also directly from step 10 if there is no need to create new Arrangement. Expected Result Part number entered successfully . 15. Passed Click on Search button Expected Result Structure is opened in ""Part Tree Structure"" section. 16. Failed a. Enter the official new part/Assembly part number (mention in Step8) in "" Target Part Number"". b. In Action Column select ""Copy UGMaster"" for Arrangement . c. In Action Column "" Create new Part"" for Geometry Expected Result Column value are set as per requirement. Comments: I don't have the possibility to choose ""Copy UGMaster"" 17. None Click on OK Expected Result Saved part is now cloned with part/Assembly Test Configuration: UFC_1.0-3.0 🚩 Expected result I can choose ""Copy UGMaster"" Example: System should not throw error while creating new part 🐞 Actual result (Optional) Screenshots: 🚧 Consequences of the Bug? Example : The error has a significant impact, cannot proceed creating new parts. Default Bug Template v. 2.0 from 10.04.2024. Copied from Repro Steps when changed from Platon Incident to Bug 👉 Steps to reproduce 01/07/2025 11:29 Bug filed on ""05.19_Business Scenario (185033)_Step_10_to_60- Create Arrangement with Geometry and Clone it to Assembly in NX"" Step no. Result Title 1. Passed Login to NX Managed mode with below Group and Role Group =TT and Role =PDM-Author Expected Result User login to NX Managed mode is successful 2. Passed Click on File->New->Item Select Modeling-> Assembly (PLATON). Expected Result ""New"" template window appears. User is able to select Arrangement type from template. 3. Passed Fill all mandatory filed ( double click for default value ) as per requirement Expected Result All mandatory filed is updated. 4. Passed Just Select any Attribute from "" Name and Attributes"" Expected Result As soon as we select any a ttribute Secondary Attributes button will enable for selection. 5. Passed a. Click on Secondary Attributes button. b. Fill attributes value as per requirement Expected Result Attributes dialog will pop-up. User is able to fill required attribute value 6. Passed From ""Other Parameters"" section:- a. Click on ""Projects"" button and select appropriate project from LOV as per requirement. b. S elect appropriate Folder as per requirement. c. Click OK button Expected Result Arrangement is created and open in NX 7. Passed Go to Assembly Navigator and click on ""Save"" Expected Result Arrangement Number is automatically visible after save (just below the Object in column) 8. Passed Check Default Columns for Assembly Navigator Expected Result Verify that below columns are listed in the order and they should appear in the NX for Assembly Navigator:- Name/Element/Object :- Displays the part number used outside of PLATON, not the system-generated ID. Revision :- Displays the revision level of the part. Name :- Displays the nomenclature or description, textually describing the part, not the part number. Reference Set :- Shows the associated reference set. Occurrence Type :- Reflect the occurrence type. 9. Passed Adding New geometry (Reference Part) to Arrangement a. Select the Arrangement & go to Assemblies application. b. Click on New Component button c. Select Template as Geometry (PLATON) d. Provide required information in Name & Attributes Section by double clicking in the Value field e. Select appropriate Folder and then click OK button Expected Result Geometry object is created under Arrangement successfully. 10. Passed Create the Design like Model (3D) as per the requirement. OR Follow the steps mentioned below to create simple Block: a. G o to Home-> More->Block b. Provide inputs to the Block Parameter Selection Window & click 'Ok'. Expected Result Design is created as per the requirement. 11. Passed Go to File menu in NX & Click Save-> Save to Save the Arrangement in NX From "" Assembly Navigator"" select the Arrangement and all geometry, do right click->Check-in Expected Result Objects is saved and checked-in 12. Passed a. Now login to PLATON with same Group/Role =TT/PDM-Author. b. Search for a new part/assembly ( an official ) by Part number from global search created from SPIN. Note: - Follow Test Case 192929 : to get the part/Assembly ID Expected Result Part/Assembly should search and open. Go to Attachment tab and verify there is No data set (UGMASTER) is available 13. Passed Go to NX Managed mode again (with Group =TT and Role =PDM-Author ). Go to Daimler AddOns tab --> BASE --> and click on ""Clone Existing Parts"" Expected Result ""Clone Parts Numbers"" dialog opened. 14. Passed Enter the above Arrangement part number that need to clone under ""Search Part Number (Source)"" field. Note :- User can clone other existing development part also directly from step 10 if there is no need to create new Arrangement. Expected Result Part number entered successfully . 15. Passed Click on Search button Expected Result Structure is opened in ""Part Tree Structure"" section. 16. Failed a. Enter the official new part/Assembly part number (mention in Step8) in "" Target Part Number"". b. In Action Column select ""Copy UGMaster"" for Arrangement . c. In Action Column "" Create new Part"" for Geometry Expected Result Column value are set as per requirement. Comments: I don't have the possibility to choose ""Copy UGMaster"" 17. None Click on OK Expected Result Saved part is now cloned with part/Assembly Test Configuration: UFC_1.0-3.0 🚩 Expected result I can choose ""Copy UGMaster"" Example: System should not throw error while creating new part 🐞 Actual result (Optional) Screenshots: 🚧 Consequences of the Bug? Example : The error has a significant impact, cannot proceed creating new parts. Default Bug Template v. 2.0 from 10.04.2024.",Dispatcher: Ankit; IM_TestCase_Update; Team 1,4 - Low,,"i can't choose ""copy ugmaster""","Normalized Title: i can't choose ""copy ugmaster""
Original Title: I can't choose ""Copy UGMaster""
Tags: Dispatcher: Ankit; IM_TestCase_Update; Team 1
Severity: 4 - Low
Description: Copied from Repro Steps when changed from Bug to Platon Incident 👉 Steps to reproduce 01/07/2025 11:29 Bug filed on ""05.19_Business Scenario (185033)_Step_10_to_60- Create Arrangement with Geometry and Clone it to Assembly in NX"" Step no. Result Title 1. Passed Login to NX Managed mode with below Group and Role Group =TT and Role =PDM-Author Expected Result User login to NX Managed mode is successful 2. Passed Click on File->New->Item Select Modeling-> Assembly (PLATON). Expected Result ""New"" template window appears. User is able to select Arrangement type from template. 3. Passed Fill all mandatory filed ( double click for default value ) as per requirement Expected Result All mandatory filed is updated. 4. Passed Just Select any Attribute from "" Name and Attributes"" Expected Result As soon as we select any a ttribute Secondary Attributes button will enable for selection. 5. Passed a. Click on Secondary Attributes button. b. Fill attributes value as per requirement Expected Result Attributes dialog will pop-up. User is able to fill required attribute value 6. Passed From ""Other Parameters"" section:- a. Click on ""Projects"" button and select appropriate project from LOV as per requirement. b. S elect appropriate Folder as per requirement. c. Click OK button Expected Result Arrangement is created and open in NX 7. Passed Go to Assembly Navigator and click on ""Save"" Expected Result Arrangement Number is automatically visible after save (just below the Object in column) 8. Passed Check Default Columns for Assembly Navigator Expected Result Verify that below columns are listed in the order and they should appear in the NX for Assembly Navigator:- Name/Element/Object :- Displays the part number used outside of PLATON, not the system-generated ID. Revision :- Displays the revision level of the part. Name :- Displays the nomenclature or description, textually describing the part, not the part number. Reference Set :- Shows the associated reference set. Occurrence Type :- Reflect the occurrence type. 9. Passed Adding New geometry (Reference Part) to Arrangement a. Select the Arrangement & go to Assemblies application. b. Click on New Component button c. Select Template as Geometry (PLATON) d. Provide required information in Name & Attributes Section by double clicking in the Value field e. Select appropriate Folder and then click OK button Expected Result Geometry object is created under Arrangement successfully. 10. Passed Create the Design like Model (3D) as per the requirement. OR Follow the steps mentioned below to create simple Block: a. G o to Home-> More->Block b. Provide inputs to the Block Parameter Selection Window & click 'Ok'. Expected Result Design is created as per the requirement. 11. Passed Go to File menu in NX & Click Save-> Save to Save the Arrangement in NX From "" Assembly Navigator"" select the Arrangement and all geometry, do right click->Check-in Expected Result Objects is saved and checked-in 12. Passed a. Now login to PLATON with same Group/Role =TT/PDM-Author. b. Search for a new part/assembly ( an official ) by Part number from global search created from SPIN. Note: - Follow Test Case 192929 : to get the part/Assembly ID Expected Result Part/Assembly should search and open. Go to Attachment tab and verify there is No data set (UGMASTER) is available 13. Passed Go to NX Managed mode again (with Group =TT and Role =PDM-Author ). Go to Daimler AddOns tab --> BASE --> and click on ""Clone Existing Parts"" Expected Result ""Clone Parts Numbers"" dialog opened. 14. Passed Enter the above Arrangement part number that need to clone under ""Search Part Number (Source)"" field. Note :- User can clone other existing development part also directly from step 10 if there is no need to create new Arrangement. Expected Result Part number entered successfully . 15. Passed Click on Search button Expected Result Structure is opened in ""Part Tree Structure"" section. 16. Failed a. Enter the official new part/Assembly part number (mention in Step8) in "" Target Part Number"". b. In Action Column select ""Copy UGMaster"" for Arrangement . c. In Action Column "" Create new Part"" for Geometry Expected Result Column value are set as per requirement. Comments: I don't have the possibility to choose ""Copy UGMaster"" 17. None Click on OK Expected Result Saved part is now cloned with part/Assembly Test Configuration: UFC_1.0-3.0 🚩 Expected result I can choose ""Copy UGMaster"" Example: System should not throw error while creating new part 🐞 Actual result (Optional) Screenshots: 🚧 Consequences of the Bug? Example : The error has a significant impact, cannot proceed creating new parts. Default Bug Template v. 2.0 from 10.04.2024. Copied from Repro Steps when changed from Platon Incident to Bug 👉 Steps to reproduce 01/07/2025 11:29 Bug filed on ""05.19_Business Scenario (185033)_Step_10_to_60- Create Arrangement with Geometry and Clone it to Assembly in NX"" Step no. Result Title 1. Passed Login to NX Managed mode with below Group and Role Group =TT and Role =PDM-Author Expected Result User login to NX Managed mode is successful 2. Passed Click on File->New->Item Select Modeling-> Assembly (PLATON). Expected Result ""New"" template window appears. User is able to select Arrangement type from template. 3. Passed Fill all mandatory filed ( double click for default value ) as per requirement Expected Result All mandatory filed is updated. 4. Passed Just Select any Attribute from "" Name and Attributes"" Expected Result As soon as we select any a ttribute Secondary Attributes button will enable for selection. 5. Passed a. Click on Secondary Attributes button. b. Fill attributes value as per requirement Expected Result Attributes dialog will pop-up. User is able to fill required attribute value 6. Passed From ""Other Parameters"" section:- a. Click on ""Projects"" button and select appropriate project from LOV as per requirement. b. S elect appropriate Folder as per requirement. c. Click OK button Expected Result Arrangement is created and open in NX 7. Passed Go to Assembly Navigator and click on ""Save"" Expected Result Arrangement Number is automatically visible after save (just below the Object in column) 8. Passed Check Default Columns for Assembly Navigator Expected Result Verify that below columns are listed in the order and they should appear in the NX for Assembly Navigator:- Name/Element/Object :- Displays the part number used outside of PLATON, not the system-generated ID. Revision :- Displays the revision level of the part. Name :- Displays the nomenclature or description, textually describing the part, not the part number. Reference Set :- Shows the associated reference set. Occurrence Type :- Reflect the occurrence type. 9. Passed Adding New geometry (Reference Part) to Arrangement a. Select the Arrangement & go to Assemblies application. b. Click on New Component button c. Select Template as Geometry (PLATON) d. Provide required information in Name & Attributes Section by double clicking in the Value field e. Select appropriate Folder and then click OK button Expected Result Geometry object is created under Arrangement successfully. 10. Passed Create the Design like Model (3D) as per the requirement. OR Follow the steps mentioned below to create simple Block: a. G o to Home-> More->Block b. Provide inputs to the Block Parameter Selection Window & click 'Ok'. Expected Result Design is created as per the requirement. 11. Passed Go to File menu in NX & Click Save-> Save to Save the Arrangement in NX From "" Assembly Navigator"" select the Arrangement and all geometry, do right click->Check-in Expected Result Objects is saved and checked-in 12. Passed a. Now login to PLATON with same Group/Role =TT/PDM-Author. b. Search for a new part/assembly ( an official ) by Part number from global search created from SPIN. Note: - Follow Test Case 192929 : to get the part/Assembly ID Expected Result Part/Assembly should search and open. Go to Attachment tab and verify there is No data set (UGMASTER) is available 13. Passed Go to NX Managed mode again (with Group =TT and Role =PDM-Author ). Go to Daimler AddOns tab --> BASE --> and click on ""Clone Existing Parts"" Expected Result ""Clone Parts Numbers"" dialog opened. 14. Passed Enter the above Arrangement part number that need to clone under ""Search Part Number (Source)"" field. Note :- User can clone other existing development part also directly from step 10 if there is no need to create new Arrangement. Expected Result Part number entered successfully . 15. Passed Click on Search button Expected Result Structure is opened in ""Part Tree Structure"" section. 16. Failed a. Enter the official new part/Assembly part number (mention in Step8) in "" Target Part Number"". b. In Action Column select ""Copy UGMaster"" for Arrangement . c. In Action Column "" Create new Part"" for Geometry Expected Result Column value are set as per requirement. Comments: I don't have the possibility to choose ""Copy UGMaster"" 17. None Click on OK Expected Result Saved part is now cloned with part/Assembly Test Configuration: UFC_1.0-3.0 🚩 Expected result I can choose ""Copy UGMaster"" Example: System should not throw error while creating new part 🐞 Actual result (Optional) Screenshots: 🚧 Consequences of the Bug? Example : The error has a significant impact, cannot proceed creating new parts. Default Bug Template v. 2.0 from 10.04.2024."
336617,Mismatch in Geometry Attributes between Smaragd & Platon,,Metadata; Team 4,2 - High,,mismatch in geometry attributes between smaragd & platon,"Normalized Title: mismatch in geometry attributes between smaragd & platon
Original Title: Mismatch in Geometry Attributes between Smaragd & Platon
Tags: Metadata; Team 4
Severity: 2 - High
Description: nan"
338542,UFC4 Smoke Test -->Missing Files Found(Preprod03 NX),,Team 4,3 - Medium,,ufc smoke test -->missing files found(preprod nx),"Normalized Title: ufc smoke test -->missing files found(preprod nx)
Original Title: UFC4 Smoke Test -->Missing Files Found(Preprod03 NX)
Tags: Team 4
Severity: 3 - Medium
Description: nan"
334896,PLATON | Migration | Value of STD Missing for Alternate Parts (wahlweise)>,"Copied from Repro Steps when changed from Platon Incident to Bug 📍 Location in the Process House (describe, in which part of the process the incident occurs - use Link to navigate) 251786*: Validate Map functionality in Migration for Substitute Group / Substitute Set 👉 For incident reproduction: Which action was taken? (Detailed step-by-step description, what you did) Compare values from Smaragd and Platon for part number A9604301404 and its substitute part as shown on the 2 screenshots from SMA/Platon below. 🚩 What was your expected result? There should be values for the column STD in Platon migrated from Smaragd True (+) for the STD.-alternate part and False for the alternate parts. marked green in smaragd screenshot and red in Platon screenshot. 🐞 What was the actual result? (Please, insert screenshots/pictures/logfiles etc. as it is very helpful for us) There are no values migrated from SMA to Platon for this attribute. The matching Platon attributes right of STD are set correctly according to the method. 🚧 What are the consequences of the incident? Default Platon Incident Template v. 4 from 20.09.2024 .",Dispatcher: Pravin; Team 4,2 - High,,platon | migration | value of std missing for alternate parts (wahlweise)>,"Normalized Title: platon | migration | value of std missing for alternate parts (wahlweise)>
Original Title: PLATON | Migration | Value of STD Missing for Alternate Parts (wahlweise)>
Tags: Dispatcher: Pravin; Team 4
Severity: 2 - High
Description: Copied from Repro Steps when changed from Platon Incident to Bug 📍 Location in the Process House (describe, in which part of the process the incident occurs - use Link to navigate) 251786*: Validate Map functionality in Migration for Substitute Group / Substitute Set 👉 For incident reproduction: Which action was taken? (Detailed step-by-step description, what you did) Compare values from Smaragd and Platon for part number A9604301404 and its substitute part as shown on the 2 screenshots from SMA/Platon below. 🚩 What was your expected result? There should be values for the column STD in Platon migrated from Smaragd True (+) for the STD.-alternate part and False for the alternate parts. marked green in smaragd screenshot and red in Platon screenshot. 🐞 What was the actual result? (Please, insert screenshots/pictures/logfiles etc. as it is very helpful for us) There are no values migrated from SMA to Platon for this attribute. The matching Platon attributes right of STD are set correctly according to the method. 🚧 What are the consequences of the incident? Default Platon Incident Template v. 4 from 20.09.2024 ."
340053,Product Structure option is not appearing for BUS OU,"Copied from Repro Steps when changed from Bug to Platon Incident 7/24/2025 6:31 AM Bug filed on ""[BuSc] 3.01_Step_ 30_Business scenario - Link Product structure to the variant configurator"" Step no. Result Title 1. Passed Login to Platon AWC with a valid username and password ( TT/Data-Manager group/role) Expected Result User login successful 2. Passed Select EXPLORER tile from the Workarea Expected Result Users folders view is displayed 3. Passed Select folder under which Product Structure will be created Expected Result Folder is highlighted in the tree 4. Passed Select New->Add from the Primary toolbar Expected Result Add panel is displayed 5. Failed Select the type as Product structure using the S earch option Expected Result Add panel is uploaded with creation view When I try to create a product structure using BUS OU, the option isn't appearing in the drop down. Also, the toggle buttons are On for BUS, TT and DICV so option should have come. 6. None a. Provide Name and Part Number b. Provide Organization Unit and Product Group from the dropdown Expected Result Name, Organization unit, Product group and Part number fields are provided with values 7. None Add Project button clocking Add button under project section Expected Result Project is Added 8. None Click Add button at Add panel Expected Result Product structure is created under selected folder 9. None Open newly created Product object Expected Result Product is displayed in the workarea 10. None a. Select Occurence overview tab b. Expand Variability properties tab Expected Result Variability scope property is displayed in the workarea 11. None Select Edit button Expected Result Properties fields has changed to the editable input fields 12. None Click at '+' button under Variability scope property Expected Result Add panel has appeard 13. None Select Search tab at the Add panel Expected Result Add panel has been uploaded with search view 14. None Search & Select the required Configuration context Expected Result Selected configuration content is highlighted 15. None Click Add button at Add panel Expected Result Configuration context has been added to the Variability Scope 16. None Select Save button Expected Result Product structure is saved with associated Configuration context Test Configuration: PreProd02_SRT2_C1 Copied from Repro Steps when changed from Platon Incident to Bug 7/24/2025 6:31 AM Bug filed on ""[BuSc] 3.01_Step_ 30_Business scenario - Link Product structure to the variant configurator"" Step no. Result Title 1. Passed Login to Platon AWC with a valid username and password ( TT/Data-Manager group/role) Expected Result User login successful 2. Passed Select EXPLORER tile from the Workarea Expected Result Users folders view is displayed 3. Passed Select folder under which Product Structure will be created Expected Result Folder is highlighted in the tree 4. Passed Select New->Add from the Primary toolbar Expected Result Add panel is displayed 5. Failed Select the type as Product structure using the S earch option Expected Result Add panel is uploaded with creation view When I try to create a product structure using BUS OU, the option isn't appearing in the drop down. Also, the toggle buttons are On for BUS, TT and DICV so option should have come. 6. None a. Provide Name and Part Number b. Provide Organization Unit and Product Group from the dropdown Expected Result Name, Organization unit, Product group and Part number fields are provided with values 7. None Add Project button clocking Add button under project section Expected Result Project is Added 8. None Click Add button at Add panel Expected Result Product structure is created under selected folder 9. None Open newly created Product object Expected Result Product is displayed in the workarea 10. None a. Select Occurence overview tab b. Expand Variability properties tab Expected Result Variability scope property is displayed in the workarea 11. None Select Edit button Expected Result Properties fields has changed to the editable input fields 12. None Click at '+' button under Variability scope property Expected Result Add panel has appeard 13. None Select Search tab at the Add panel Expected Result Add panel has been uploaded with search view 14. None Search & Select the required Configuration context Expected Result Selected configuration content is highlighted 15. None Click Add button at Add panel Expected Result Configuration context has been added to the Variability Scope 16. None Select Save button Expected Result Product structure is saved with associated Configuration context Test Configuration: PreProd02_SRT2_C1",BuSc_TestCase; Dispatcher: Girish; DTICI; UFC 4,3 - Medium,,product structure option is not appearing for bus ou,"Normalized Title: product structure option is not appearing for bus ou
Original Title: Product Structure option is not appearing for BUS OU
Tags: BuSc_TestCase; Dispatcher: Girish; DTICI; UFC 4
Severity: 3 - Medium
Description: Copied from Repro Steps when changed from Bug to Platon Incident 7/24/2025 6:31 AM Bug filed on ""[BuSc] 3.01_Step_ 30_Business scenario - Link Product structure to the variant configurator"" Step no. Result Title 1. Passed Login to Platon AWC with a valid username and password ( TT/Data-Manager group/role) Expected Result User login successful 2. Passed Select EXPLORER tile from the Workarea Expected Result Users folders view is displayed 3. Passed Select folder under which Product Structure will be created Expected Result Folder is highlighted in the tree 4. Passed Select New->Add from the Primary toolbar Expected Result Add panel is displayed 5. Failed Select the type as Product structure using the S earch option Expected Result Add panel is uploaded with creation view When I try to create a product structure using BUS OU, the option isn't appearing in the drop down. Also, the toggle buttons are On for BUS, TT and DICV so option should have come. 6. None a. Provide Name and Part Number b. Provide Organization Unit and Product Group from the dropdown Expected Result Name, Organization unit, Product group and Part number fields are provided with values 7. None Add Project button clocking Add button under project section Expected Result Project is Added 8. None Click Add button at Add panel Expected Result Product structure is created under selected folder 9. None Open newly created Product object Expected Result Product is displayed in the workarea 10. None a. Select Occurence overview tab b. Expand Variability properties tab Expected Result Variability scope property is displayed in the workarea 11. None Select Edit button Expected Result Properties fields has changed to the editable input fields 12. None Click at '+' button under Variability scope property Expected Result Add panel has appeard 13. None Select Search tab at the Add panel Expected Result Add panel has been uploaded with search view 14. None Search & Select the required Configuration context Expected Result Selected configuration content is highlighted 15. None Click Add button at Add panel Expected Result Configuration context has been added to the Variability Scope 16. None Select Save button Expected Result Product structure is saved with associated Configuration context Test Configuration: PreProd02_SRT2_C1 Copied from Repro Steps when changed from Platon Incident to Bug 7/24/2025 6:31 AM Bug filed on ""[BuSc] 3.01_Step_ 30_Business scenario - Link Product structure to the variant configurator"" Step no. Result Title 1. Passed Login to Platon AWC with a valid username and password ( TT/Data-Manager group/role) Expected Result User login successful 2. Passed Select EXPLORER tile from the Workarea Expected Result Users folders view is displayed 3. Passed Select folder under which Product Structure will be created Expected Result Folder is highlighted in the tree 4. Passed Select New->Add from the Primary toolbar Expected Result Add panel is displayed 5. Failed Select the type as Product structure using the S earch option Expected Result Add panel is uploaded with creation view When I try to create a product structure using BUS OU, the option isn't appearing in the drop down. Also, the toggle buttons are On for BUS, TT and DICV so option should have come. 6. None a. Provide Name and Part Number b. Provide Organization Unit and Product Group from the dropdown Expected Result Name, Organization unit, Product group and Part number fields are provided with values 7. None Add Project button clocking Add button under project section Expected Result Project is Added 8. None Click Add button at Add panel Expected Result Product structure is created under selected folder 9. None Open newly created Product object Expected Result Product is displayed in the workarea 10. None a. Select Occurence overview tab b. Expand Variability properties tab Expected Result Variability scope property is displayed in the workarea 11. None Select Edit button Expected Result Properties fields has changed to the editable input fields 12. None Click at '+' button under Variability scope property Expected Result Add panel has appeard 13. None Select Search tab at the Add panel Expected Result Add panel has been uploaded with search view 14. None Search & Select the required Configuration context Expected Result Selected configuration content is highlighted 15. None Click Add button at Add panel Expected Result Configuration context has been added to the Variability Scope 16. None Select Save button Expected Result Product structure is saved with associated Configuration context Test Configuration: PreProd02_SRT2_C1"
339499,"ZGDOK transfer failed ""T4EA_zgdok_doc_REST_transfer"" for Raw part release",,Smoke Test,2 - High,,"zgdok transfer failed ""tea_zgdok_doc_rest_transfer"" for raw part release","Normalized Title: zgdok transfer failed ""tea_zgdok_doc_rest_transfer"" for raw part release
Original Title: ZGDOK transfer failed ""T4EA_zgdok_doc_REST_transfer"" for Raw part release
Tags: Smoke Test
Severity: 2 - High
Description: nan"
